Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,1,2016-01-04,2016-01-10,135,135,0,21,6,0,0,27,0,0,4,4,31,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,2,2016-01-11,2016-01-17,165,165,0,19,9,0,0,28,0,0,12,12,40,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,3,2016-01-18,2016-01-24,174,174,0,29,10,0,0,39,0,0,11,11,50,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,4,2016-01-25,2016-01-31,161,161,0,30,13,0,0,43,0,0,18,18,61,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,5,2016-02-01,2016-02-07,137,137,0,12,5,0,0,17,0,0,9,9,26,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,6,2016-02-08,2016-02-14,122,122,0,7,11,0,0,18,0,0,15,15,33,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,7,2016-02-15,2016-02-21,161,161,0,15,13,0,0,28,0,0,15,15,43,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,8,2016-02-22,2016-02-28,153,153,0,6,12,0,0,18,0,0,31,31,49,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,9,2016-02-29,2016-03-06,160,160,0,8,10,0,0,18,0,0,25,25,43,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,10,2016-03-07,2016-03-13,139,139,0,11,15,0,0,26,0,0,20,20,46,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,11,2016-03-14,2016-03-20,173,173,0,4,30,0,0,34,0,0,43,43,77,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,12,2016-03-21,2016-03-27,144,144,0,3,20,0,0,23,0,0,26,26,49,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,13,2016-03-28,2016-04-03,118,118,0,1,18,0,0,19,0,0,34,34,53,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,14,2016-04-04,2016-04-10,171,171,0,0,25,0,0,25,0,0,53,53,78,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,15,2016-04-11,2016-04-17,207,207,0,1,34,0,0,35,0,0,68,68,103,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,16,2016-04-18,2016-04-24,143,143,0,1,22,0,0,23,0,0,29,29,52,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,17,2016-04-25,2016-05-01,151,151,0,0,22,0,0,22,0,0,30,30,52,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,18,2016-05-02,2016-05-08,90,90,0,1,8,0,0,9,0,0,23,23,32,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,19,2016-05-09,2016-05-15,133,133,0,0,17,0,0,17,0,0,28,28,45,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,20,2016-05-16,2016-05-22,128,128,0,0,17,0,0,17,0,0,26,26,43,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,21,2016-05-23,2016-05-29,71,71,0,0,9,0,0,9,0,0,12,12,21,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,22,2016-05-30,2016-06-05,88,88,0,0,4,0,0,4,0,0,17,17,21,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,23,2016-06-06,2016-06-12,94,94,,0,16,0,0,16,0,0,25,25,41,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,24,2016-06-13,2016-06-19,83,83,,1,11,0,0,12,0,0,17,17,29,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,25,2016-06-20,2016-06-26,76,76,,0,7,0,0,7,0,0,12,12,19,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,26,2016-06-27,2016-07-03,47,47,,0,3,0,0,3,0,0,3,3,6,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,27,2016-07-04,2016-07-10,6,6,,0,2,0,0,2,0,0,1,1,3,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,28,2016-07-11,2016-07-17,51,51,,0,6,0,0,6,0,0,5,5,11,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,29,2016-07-18,2016-07-24,36,36,,0,0,0,0,0,0,0,3,3,3,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,30,2016-07-25,2016-07-31,66,66,,0,6,0,0,6,0,0,4,4,10,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,31,2016-08-01,2016-08-07,61,61,,0,1,0,0,1,0,0,5,5,6,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,32,2016-08-08,2016-08-14,78,78,,0,2,0,0,2,0,0,9,9,11,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,33,2016-08-15,2016-08-21,62,62,,0,0,0,0,0,0,0,6,6,6,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,34,2016-08-22,2016-08-28,72,72,,0,1,0,0,1,0,0,8,8,9,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,35,2016-08-29,2016-09-04,58,58,,0,1,0,0,1,0,0,1,1,2,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,36,2016-09-05,2016-09-11,50,50,,0,0,0,0,0,0,0,1,1,1,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,37,2016-09-12,2016-09-18,27,27,,0,0,0,0,0,0,0,0,0,0,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,38,2016-09-19,2016-09-25,49,49,,0,0,0,0,0,0,0,2,2,2,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,39,2016-09-26,2016-10-02,60,60,,0,1,0,0,1,0,0,7,7,8,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,40,2016-10-03,2016-10-09,48,48,,0,0,0,0,0,0,0,2,2,2,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,41,2016-10-10,2016-10-16,80,80,,0,0,0,0,0,0,0,7,7,7,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,42,2016-10-17,2016-10-23,67,67,,1,1,0,0,2,0,0,5,5,7,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,43,2016-10-24,2016-10-30,55,55,,0,0,0,0,0,0,0,3,3,3,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,44,2016-10-31,2016-11-06,43,43,,0,0,0,0,0,0,0,0,0,0,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,45,2016-11-07,2016-11-13,41,41,,0,1,0,0,1,0,0,0,0,1,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,46,2016-11-14,2016-11-20,22,22,,0,0,0,0,0,0,0,0,0,0,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,47,2016-11-21,2016-11-27,35,35,,1,1,0,0,2,0,0,2,2,4,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,48,2016-11-28,2016-12-04,45,45,,0,1,0,0,1,0,0,1,1,2,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,49,2016-12-05,2016-12-11,20,20,,1,3,0,0,4,0,0,0,0,4,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,50,2016-12-12,2016-12-18,7,7,,0,0,0,0,0,0,0,0,0,0,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,51,2016-12-19,2016-12-25,4,4,,0,1,0,0,1,0,0,0,0,1,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2016,52,2016-12-26,2017-01-01,10,10,,0,0,0,0,0,0,0,0,0,0,,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,1,2017-01-02,2017-01-08,6,6,,0,0,0,,0,,,0,0,0,6,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,2,2017-01-09,2017-01-15,13,13,,1,3,0,,4,,,0,0,4,9,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,3,2017-01-16,2017-01-22,3,3,,0,0,0,,0,,,0,0,0,3,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,4,2017-01-23,2017-01-29,16,16,,0,3,0,,3,,,0,0,3,10,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,5,2017-01-30,2017-02-05,7,7,,1,2,0,,3,,,0,0,3,4,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,6,2017-02-06,2017-02-12,17,17,,0,2,0,,2,,,0,0,2,13,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,7,2017-02-13,2017-02-19,13,13,,0,0,0,,0,,,0,0,0,13,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,8,2017-02-20,2017-02-26,5,5,,0,0,0,,0,,,0,0,0,5,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,9,2017-02-27,2017-03-05,9,9,,0,0,0,,0,,,0,0,0,9,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,10,2017-03-06,2017-03-12,15,15,,0,2,0,,2,,,0,0,2,9,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,11,2017-03-13,2017-03-19,2,2,,0,0,0,,0,,,0,0,0,2,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2017,12,2017-03-20,2017-03-26,3,3,,0,1,0,,1,,,0,0,1,2,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,1,2016-01-04,2016-01-10,1378,1378,0,266,3,0,0,269,0,0,52,52,321,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,2,2016-01-11,2016-01-17,754,754,0,94,3,0,0,97,0,0,5,5,102,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,3,2016-01-18,2016-01-24,599,599,0,60,5,0,0,65,0,0,6,6,71,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,4,2016-01-25,2016-01-31,553,553,0,62,4,0,0,66,0,0,7,7,73,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,5,2016-02-01,2016-02-07,359,359,0,35,8,0,0,43,0,0,10,10,53,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,6,2016-02-08,2016-02-14,265,265,0,12,9,0,0,21,0,0,9,9,30,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,7,2016-02-15,2016-02-21,278,278,0,5,11,0,0,16,0,0,28,28,44,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,8,2016-02-22,2016-02-28,317,317,0,6,18,0,0,24,0,0,51,51,75,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,9,2016-02-29,2016-03-06,281,281,0,2,12,0,0,14,0,0,19,19,33,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,10,2016-03-07,2016-03-13,217,217,0,3,9,0,0,12,0,0,16,16,28,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,11,2016-03-14,2016-03-20,111,111,0,1,4,0,0,5,0,0,8,8,13,,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,12,2016-03-21,2016-03-27,26,26,0,0,0,0,0,0,0,0,3,3,3,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,13,2016-03-28,2016-04-03,62,62,0,0,3,0,0,3,0,0,2,2,5,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,14,2016-04-04,2016-04-10,75,75,0,0,5,0,0,5,0,0,8,8,13,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,15,2016-04-11,2016-04-17,57,57,0,0,1,0,0,1,0,0,2,2,3,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,16,2016-04-18,2016-04-24,44,44,0,0,4,0,0,4,0,0,0,0,4,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,17,2016-04-25,2016-05-01,52,52,0,0,6,0,0,6,0,0,2,2,8,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,18,2016-05-02,2016-05-08,45,45,0,0,3,0,0,3,0,0,0,0,3,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,19,2016-05-09,2016-05-15,36,36,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,20,2016-05-16,2016-05-22,39,39,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,21,2016-05-23,2016-05-29,25,25,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,22,2016-05-30,2016-06-05,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,23,2016-06-06,2016-06-12,34,34,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,24,2016-06-13,2016-06-19,25,25,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,25,2016-06-20,2016-06-26,21,21,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,26,2016-06-27,2016-07-03,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,27,2016-07-04,2016-07-10,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,28,2016-07-11,2016-07-17,20,20,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,29,2016-07-18,2016-07-24,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,30,2016-07-25,2016-07-31,16,16,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,31,2016-08-01,2016-08-07,15,15,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,32,2016-08-08,2016-08-14,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,33,2016-08-15,2016-08-21,23,23,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,34,2016-08-22,2016-08-28,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,35,2016-08-29,2016-09-04,18,18,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,36,2016-09-05,2016-09-11,18,18,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,37,2016-09-12,2016-09-18,26,26,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,38,2016-09-19,2016-09-25,28,28,,0,0,0,0,0,0,0,0,0,0,28,No Activity
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,39,2016-09-26,2016-10-02,29,29,,0,1,0,0,1,0,0,0,0,1,28,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,40,2016-10-03,2016-10-09,43,43,,0,0,0,0,0,0,0,0,0,0,38,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,41,2016-10-10,2016-10-16,44,44,,0,2,0,0,2,0,0,0,0,2,41,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,42,2016-10-17,2016-10-23,98,98,,0,4,0,0,4,0,0,0,0,4,93,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,43,2016-10-24,2016-10-30,129,129,,0,3,0,0,3,0,0,0,0,3,126,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,44,2016-10-31,2016-11-06,148,148,,1,8,0,0,9,0,0,0,0,9,139,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,45,2016-11-07,2016-11-13,162,162,,0,13,0,0,13,0,0,0,0,13,149,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,46,2016-11-14,2016-11-20,168,168,,0,28,0,0,28,,,,0,28,140,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,47,2016-11-21,2016-11-27,362,362,,0,68,0,0,68,,,,0,68,294,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,48,2016-11-28,2016-12-04,360,360,,0,90,0,0,90,0,0,0,0,90,269,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,49,2016-12-05,2016-12-11,546,546,,0,128,0,0,128,,,,0,128,418,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,50,2016-12-12,2016-12-18,462,462,,0,104,0,0,104,0,0,0,0,104,357,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,51,2016-12-19,2016-12-25,464,464,,0,102,0,0,102,,,,0,102,360,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2016,52,2016-12-26,2017-01-01,503,503,,0,59,0,0,59,,,,0,59,444,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,1,2017-01-02,2017-01-08,374,374,,0,49,0,0,49,0,0,0,0,49,325,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,2,2017-01-09,2017-01-15,255,255,,0,14,0,0,14,0,0,1,1,15,240,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,3,2017-01-16,2017-01-22,236,236,,0,9,0,0,9,0,0,1,1,10,217,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,4,2017-01-23,2017-01-29,199,199,,0,4,0,0,4,0,0,3,3,7,192,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,5,2017-01-30,2017-02-05,183,183,,0,3,0,0,3,0,0,3,3,6,177,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,6,2017-02-06,2017-02-12,164,164,,0,1,0,0,1,0,0,6,6,7,157,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,7,2017-02-13,2017-02-19,186,186,,0,3,0,0,3,0,2,8,10,13,173,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,8,2017-02-20,2017-02-26,189,189,,0,1,0,0,1,0,0,11,11,12,177,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,9,2017-02-27,2017-03-05,158,158,,0,1,0,0,1,0,0,12,12,13,144,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,10,2017-03-06,2017-03-12,151,151,,0,0,0,0,0,0,0,23,23,23,128,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,11,2017-03-13,2017-03-19,120,120,,0,2,0,0,2,0,0,26,26,28,92,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,12,2017-03-20,2017-03-26,55,55,,1,0,0,0,1,0,0,9,9,10,46,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,13,2017-03-27,2017-04-02,32,32,,0,0,0,0,0,0,0,4,4,4,28,Sporadic
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,14,2017-04-03,2017-04-09,151,151,,1,1,0,0,2,0,0,18,18,20,131,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,15,2017-04-10,2017-04-16,108,108,,0,0,0,0,0,0,0,10,10,10,98,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,16,2017-04-17,2017-04-23,119,119,,0,0,0,0,0,0,0,10,10,10,109,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,17,2017-04-24,2017-04-30,73,73,,0,1,0,0,1,0,0,8,8,9,64,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,18,2017-05-01,2017-05-07,92,92,,0,0,0,0,0,0,0,11,11,11,81,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,19,2017-05-08,2017-05-14,71,71,,0,0,0,0,0,0,0,0,0,0,71,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,20,2017-05-15,2017-05-21,66,66,,0,0,0,0,0,0,0,7,7,7,59,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,21,2017-05-22,2017-05-28,62,62,,0,0,0,0,0,0,0,0,0,0,62,Local Outbreak
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2017,22,2017-05-29,2017-06-04,58,58,,1,0,0,0,1,0,0,0,0,1,57,Local Outbreak
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,1,2016-01-04,2016-01-10,65,65,0,17,1,,,18,,,3,3,21,44,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,2,2016-01-11,2016-01-17,97,97,0,20,,,,20,,,17,17,37,60,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,3,2016-01-18,2016-01-24,127,127,0,13,,,,13,,,7,7,20,107,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,4,2016-01-25,2016-01-31,79,79,0,8,,,,8,,,9,9,17,62,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,5,2016-02-01,2016-02-07,82,82,0,4,1,,,5,,,15,15,20,62,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,6,2016-02-08,2016-02-14,41,41,0,4,,,,4,,,5,5,9,32,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,7,2016-02-15,2016-02-21,47,47,0,,1,,,1,,,5,5,6,41,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,8,2016-02-22,2016-02-28,33,33,0,,,,,0,,,6,6,6,27,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,9,2016-02-29,2016-03-06,16,16,0,1,,,,1,,,,0,1,15,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,10,2016-03-07,2016-03-13,8,8,0,,,,,0,,,1,1,1,7,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,11,2016-03-14,2016-03-20,21,21,0,,,,,0,,,3,3,3,18,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,12,2016-03-21,2016-03-27,7,7,0,,,,,0,,,,0,0,7,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,13,2016-03-28,2016-04-03,8,8,0,,,,,0,,,,0,0,8,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,14,2016-04-04,2016-04-10,2,2,0,,,,,0,,,,0,0,2,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,15,2016-04-11,2016-04-17,9,9,0,,,,,0,,,,0,0,9,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,16,2016-04-18,2016-04-24,7,7,0,,,,,0,,,,0,0,7,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,17,2016-04-25,2016-05-01,4,4,0,,1,,,1,,,,0,1,3,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,18,2016-05-02,2016-05-08,9,9,0,,,,,0,,,,0,0,9,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,19,2016-05-09,2016-05-15,9,9,0,1,,,,1,,,,0,1,8,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,20,2016-05-16,2016-05-22,8,8,0,,,,,0,,,,0,0,8,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,21,2016-05-23,2016-05-29,2,2,0,,,,,0,,,,0,0,2,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,22,2016-05-30,2016-06-05,6,6,0,,,,,0,,,,0,0,6,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,23,2016-06-06,2016-06-12,6,6,0,,,,,0,,,,0,0,6,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,24,2016-06-13,2016-06-19,4,4,0,,,,,0,,,,0,0,4,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,25,2016-06-20,2016-06-26,1,1,0,,,,,0,,,,0,0,1,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,26,2016-06-27,2016-07-03,1,1,0,,,,,0,,,,0,0,1,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,27,2016-07-04,2016-07-10,1,1,0,,,,,0,,,,0,0,1,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,28,2016-07-11,2016-07-17,4,4,0,,,,,0,,,,0,0,4,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,29,2016-07-18,2016-07-24,3,3,,,,,,0,,,,0,0,3,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,30,2016-07-25,2016-07-31,9,9,,,,,,0,,,,0,0,9,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,31,2016-08-01,2016-08-07,2,2,,,,,,0,,,,0,0,2,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2016,32,2016-08-08,2016-08-14,4,4,,,,,,0,,,,0,0,4,No Report
