"provider_id","hospital_name","address","city","state","zip_code","county_name","phone_number","measure_id","measure_name","compared_to_national","denominator","score","lower_estimate","higher_estimate","footnote","measure_start_date","measure_end_date"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","(205) 932-5966","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","765","0.26","0.03","0.5",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","(205) 932-5966","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","734","0.11","0.01","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","(205) 932-5966","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.95","0.5","1.39",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","(205) 932-5966","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","27","2.51","1.01","4.01",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","101","2.4","1.4","4.1",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","92","12.6","9.5","16.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","29","2.5","1.2","5.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","256","7.8","5.6","10.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","MORT_30_HF","Death rate for heart failure patients","Better Than the National Rate","296","8.1","6.1","10.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","406","17.8","14.8","21.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","94","12.5","9.2","16.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","428","1.12","0","2.32",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","336","4.14","0","9.33",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","920","2.34","0.00","4.70",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","388","4.23","0.95","7.52",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","168","0.90","0","1.92",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","668","1.07","0","2.25",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","3890","0.09","0","0.63",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","49","167.68","119.34","216.01",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","5729","0.30","0.09","0.51",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","5221","0.10","0.01","0.19",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_90_SAFETY","Serious complications","Better Than the National Value","Not Available","0.66","0.36","0.96",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","840","2.16","0.77","3.55",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","249","2.3","1.4","3.7",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","156","9","6.3","12.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","113","14.4","10.3","19.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","147","15.3","11.6","19.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","46","13.9","10.2","18.8",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","430","1.31","0","2.61",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","404","5.14","0","11.81",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","579","3.02","0.34","5.71",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","386","4.46","0.84","8.09",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","96","0.92","0","1.97",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","164","1.21","0","2.47",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","1278","0.30","0","1.25",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","1950","0.26","0.03","0.49",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","1752","0.11","0.01","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.80","0.41","1.19",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","568","2.40","0.93","3.86",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","MORT_30_COPD","Death rate for COPD patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","MORT_30_HF","Death rate for heart failure patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","MORT_30_PN","Death rate for pneumonia patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","MORT_30_STK","Death rate for stroke patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_13_POST_SEPSIS","Blood stream infection after surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","90","0.50","0","1.74",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","145","0.27","0.03","0.5",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","134","0.11","0.02","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","1.00","0.52","1.47",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","65","8.1","5.5","11.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","MORT_30_HF","Death rate for heart failure patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","122","15.5","11.6","20.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","MORT_30_STK","Death rate for stroke patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_13_POST_SEPSIS","Blood stream infection after surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","Not Available","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","Not Available","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","303","0.41","0","1.53",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","597","0.26","0.03","0.49",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","608","0.11","0.01","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.97","0.52","1.42",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","478","3.2","2.2","4.8",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","283","13.6","10.9","16.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","93","3","1.5","5.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","372","9","6.9","11.5",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","MORT_30_HF","Death rate for heart failure patients","Worse Than the National Rate","457","14.7","11.9","18.0",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","542","18.2","15.4","21.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","272","13.9","11.0","17.5",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","2261","1.26","0.22","2.3",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","1866","9.98","6.72","13.25",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","3376","3.91","2.08","5.74",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
